,id_prodotto,descrizione,cat1,cat2,cat3,iva,pzxcar,um,costo,prezzo_vendita,brand
13769,COD_64C77BFCBB,cotoletta pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,PZ,0.78,1.29,B134
13770,COD_B973BE8DB6,cordon blue x2 ,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,PZ,0.72,1.9,B134
13771,COD_1602632399,crocchette poll,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.07,3.6,B134
13772,COD_31B82FFFCC,storti-bastonci,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,9.0,PZ,0.69,1.7,B134
13773,COD_EB17384287,stuzzichini pro,MACELLERIA,SUINO,SUINO ATM,10,8.0,PZ,1.96,3.7,B134
13774,COD_4605B43FA1,rollini suino s,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,3.67,5.7,B134
13775,COD_BCA187EAC7,valdostana suin,MACELLERIA,SUINO,SUINO ATM,10,9.0,PZ,1.03,1.89,B134
13811,COD_23C45FAA85,bevanda cioccol,FRESCHI,BEVANDE FRESCHE,BEVANDE BASE LATTE,22,10.0,PZ,1.4,2.29,B142
13812,COD_648D5DE484,bevanda caffe' ,FRESCHI,BEVANDE FRESCHE,BEVANDE BASE LATTE,22,10.0,PZ,2.1,2.99,B142
13813,COD_D6A38F32F4,bevanda cappucc,FRESCHI,BEVANDE FRESCHE,BEVANDE BASE LATTE,22,10.0,PZ,1.2,2.09,B142
13814,COD_5098B9444E,bevanda caram.m,FRESCHI,BEVANDE FRESCHE,BEVANDE BASE LATTE,22,10.0,PZ,1.3,2.19,B142
13815,COD_6EC7BF43CD,squeez mela/ban,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,1.39,1.69,B136
13816,COD_1BCEDE220B,squeez mela/pes,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MOUSSE E SMOOTIES,10,6.0,PZ,0.29,0.59,B136
13817,COD_7BB153EFB3,gocciole g320 c,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,1.26,2.19,B014
13819,COD_F161981D96,pancake 280gr,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,8.0,PZ,0.98,2.19,B012
13820,COD_D7A409FA97,burrata senza t,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI VACCINI,04,1.0,PZ,2.25,3.3,B140
13829,COD_4929D555AF,insalata primav,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,6.0,PZ,1.88,2.89,B138
13830,COD_0C766027E5,birbe pops 270g,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,2.15,3.1,B135
13831,COD_68503F6C79,burrata erborin,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI VACCINI,04,1.0,PZ,0.53,1.2,B140
13832,COD_FE007E4B07,burrata al tart,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI VACCINI,04,1.0,PZ,1.63,2.3,B140
13851,COD_540EF2E828,patate forno&va,FRUTTA E VERDURA,RADICI TUBERI E BULBI,PATATE,04,10.0,PZ,1.16,1.99,B139
13852,COD_F1F1CDA46F,"bibita 1,5l zer",BEVANDE,BEVANDE GASSATE,COLA,22,6.0,PZ,1.69,2.19,B054
13868,COD_A9F40148D3,muu muu mini ci,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,3.0,PZ,2.83,3.65,B019
13869,COD_7D39EF060C,muu muu mini va,FRESCHI,FRESCHI DOLCI,DESSERT FRESCHI,10,3.0,PZ,2.63,3.45,B019
13870,COD_7A1A4F48FC,patatine 400g c,SCATOLAME SALATO,FUORI PASTO SALATI,PATATINE,10,6.0,PZ,2.44,4.19,B108
13871,COD_50586E2C54,sapone liquido ,CURA PERSONA,IGIENE PERSONALE,SAPONI PERSONA,22,6.0,PZ,0.62,1.39,B122
13879,COD_A90EF9BEA5,polpettine cott,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,5.16,6.79,B133
13880,COD_7AF7EDB95D,bbq ribs lenta ,MACELLERIA,SUINO,ELABORATI COTTI SUINO,10,6.0,PZ,7.32,10.1,B133
13881,COD_A88B5A8A88,stinco suino le,MACELLERIA,SUINO,ELABORATI COTTI SUINO,10,6.0,PZ,5.72,8.49,B133
13898,COD_6F0D1D874D,burrata senza t,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI VACCINI,04,1.0,PZ,1.74,2.4,B140
13899,COD_DACAAB1D1F,aperitivo fiero,BEVANDE,APERITIVI,APERITIVI ALCOLICI,22,12.0,PZ,1.16,1.89,B134
13922,COD_E317023936,pancetta affumi,FRESCHI,SALUMI BLS,SALUMI QUADRETTATI,10,12.0,PZ,1.16,1.99,B143
13923,COD_C216ED54E7,pancetta dolce ,FRESCHI,SALUMI BLS,SALUMI QUADRETTATI,10,12.0,PZ,1.56,2.39,B143
13942,COD_F317925E83,stecco pocket c,SURGELATI,GELATO,GELATI MULTIPACK,10,9.0,PZ,3.4,4.89,B023
9417,COD_8316164480,spare ribs scot,MACELLERIA,BOVINO,SCOTTONA,10,3.0,KG,11.27,15.7,
4681,COD_6317A9F0B3,suino salsiccio,MACELLERIA,SUINO,SUINO,10,1.0,KG,4.66,8.1,
11226,COD_8306399332,arrostini golos,MACELLERIA,SUINO,SUINO ATM,10,2.0,KG,10.06,14.1,
9089,COD_A01E7F4FB4,aquiloni con sp,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,3.06,4.89,
10640,COD_82066EFD2B,pollo busto ev/,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,10.0,KG,4.24,6.3,
10423,COD_FFB160196A,anteriore puled,MACELLERIA,EQUINO,PULEDRO,10,1.0,KG,9.19,11.6,
6202,COD_681684619C,lombo t/bo suin,MACELLERIA,SUINO,SUINO,10,2.0,KG,3.48,8.6,
4714,COD_B16C156434,reale squad. bo,MACELLERIA,BOVINO,VITELLONE ESTERO,10,1.0,KG,12.32,15.7,
13863,COD_33D59E11CB,salsiccia lugan,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,2.0,KG,6.89,11.5,
13780,COD_94814D78A5,involtini di po,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,2.0,KG,7.58,10.19,
6765,COD_ACDC567960,posteriore s/p ,MACELLERIA,BOVINO,VITELLONE NAZIONALE,10,1.0,KG,9.35,12.4,
4678,COD_D4237634A6,fegato suino,MACELLERIA,SUINO,FRATTAGLIE SUINO,10,1.0,KG,3.69,5.6,
6674,COD_92A1C020B2,mezzena scotton,MACELLERIA,BOVINO,SCOTTONA,10,1.0,KG,8.59,12.1,
13751,COD_C9E6402003,gusto rolli sui,MACELLERIA,SUINO,SUINO ATM,10,3.0,PZ,3.72,6.29,
11068,COD_7520890D0B,cotoletta di po,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,PZ,0.49,1.09,
4679,COD_81B542F33A,rete suino,MACELLERIA,SUINO,FRATTAGLIE SUINO,10,1.0,KG,4.31,6.3,
13862,COD_A9CA957F71,hamburger di po,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,2.0,KG,7.51,11.5,
6347,COD_44D08C9574,fesa bovino adu,MACELLERIA,BOVINO,VITELLONE NAZIONALE,10,1.0,KG,13.45,16.7,
4676,COD_38D9343ADE,costine suino x,MACELLERIA,SUINO,SUINO,10,2.0,KG,3.8,12.2,
5425,COD_B7FF3B8B28,salsiccia suino,MACELLERIA,SUINO,SUINO,10,2.0,KG,5.62,8.99,
251,COD_9061E6FBFC,costine marinat,MACELLERIA,SUINO,SUINO,10,9.0,PZ,6.41,8.79,
6163,COD_9F07E1AA31,trippa centopel,MACELLERIA,BOVINO,FRATTAGLIE BOVINO,10,1.0,KG,5.52,8.2,
12101,COD_F7EF395F75,aglio bianco 1^,FRUTTA E VERDURA,RADICI TUBERI E BULBI,AGLIO,04,25.0,PZ,1.54,2.19,
1419,COD_3A679D4436,kalandiva color,FRUTTA E VERDURA,PIANTE E FIORI,PIANTE VERDI E FIORITE,10,20.0,PZ,2.1,2.79,
2482,COD_AD65F0CAA3,mix proteico eu,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,SNACK,10,14.0,PZ,0.19,0.59,
2540,COD_AE42F43AEC,olive denoc.pic,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,8.0,PZ,0.35,1.09,
1921,COD_CD3636B40C,vellutata di as,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,3.07,4.19,
2543,COD_20EF7DBEFF,olive nere al f,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,8.0,PZ,1.38,2.19,
3737,COD_8022A4FDB7,banane chiquita,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,BANANE,04,6.0,KG,2.5,3.19,
8336,COD_F03799FA1C,patata della si,FRUTTA E VERDURA,RADICI TUBERI E BULBI,PATATE,04,10.0,PZ,2.75,3.59,
10979,COD_8CAB033837,cdi croccante b,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,8.0,PZ,0.6,1.29,
2471,COD_24042E41BB,mandorle sgusgi,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MANDORLE,04,18.0,PZ,1.19,1.59,
3020,COD_58569406F7,cavolfiore bian,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CRAUTI E BROCCOLI,04,6.0,PZ,1.5,2.29,
7338,COD_D3B2DC9A4A,olive nere cond,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,8.0,PZ,1.12,2.29,
12108,COD_B5F6A4391C,rucola a mazzi ,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,ALTRE VERDURE,04,10.0,PZ,0.62,0.99,
12989,COD_A6E5A86085,mele scilate en,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,MELE,04,6.0,PZ,2.72,3.49,
12096,COD_E80E01376E,cipolle rosse 1,FRUTTA E VERDURA,RADICI TUBERI E BULBI,CIPOLLA,04,8.0,KG,1.56,2.19,
12102,COD_10DE5885EF,scalogno 1^ 250,FRUTTA E VERDURA,RADICI TUBERI E BULBI,CIPOLLA,04,20.0,PZ,0.62,1.19,
1320,COD_10F907E878,fichi morbidi d,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,FICHI SECCHI,04,12.0,PZ,1.03,1.89,
6823,COD_C6C18C1AF7,peperoni gialli,FRUTTA E VERDURA,ORTAGGI,PEPERONI,04,6.0,KG,3.36,3.79,
7339,COD_F8EF593F84,lupini ficacci ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,8.0,PZ,0.78,1.69,
7347,COD_E9757DB2DC,olive verdi gig,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,04,5.0,PZ,6.96,9.29,
3014,COD_D2DCFB669C,pom. insalataro,FRUTTA E VERDURA,ORTAGGI,POMODORI,04,6.0,KG,1.63,2.39,
3949,COD_6D72373341,pere abate 500g,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,PERE,04,16.0,PZ,1.54,2.19,
6078,COD_D10860837A,fragole 1^ cal ,FRUTTA E VERDURA,FRUTTA STAGIONALE,FRAGOLE,04,1.0,PZ,5.9,8.39,
9457,COD_A924D05D12,fagioli borlott,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,14.0,PZ,0.52,1.19,
3021,COD_5900942BB2,cavolfiore broc,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CRAUTI E BROCCOLI,04,6.0,PZ,1.2,1.89,
7892,COD_E1DBEBADCD,radice di zenze,FRUTTA E VERDURA,RADICI TUBERI E BULBI,ALTRE RADICI,10,8.0,PZ,1.84,2.49,
4225,COD_C28D0305CE,pom. grapp. pic,FRUTTA E VERDURA,ORTAGGI,POMODORI,04,8.0,KG,2.24,2.79,
2104,COD_3F5FD33FC9,fagioli cannell,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,18.0,PZ,1.48,2.09,
12085,COD_61C3F3E56E,cipolle dorate ,FRUTTA E VERDURA,RADICI TUBERI E BULBI,CIPOLLA,04,8.0,KG,0.15,0.89,
11305,COD_C7037EDB61,mandorle e anac,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MANDORLE,10,11.0,PZ,2.09,2.79,
3984,COD_7753452395,fichi secchi ca,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,04,10.0,PZ,0.05,0.49,
1238,COD_B1A0D22926,bb mix party 15,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,10,12.0,PZ,2.93,3.69,
3037,COD_B26C24904F,cavolo verza>80,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CAVOLI E VERZE,04,5.0,PZ,1.25,1.69,
12070,COD_6A218A39D1,cavolo cappucci,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CAVOLI E VERZE,04,8.0,KG,0.4,0.89,
3890,COD_2BD78ED53E,minestrone rust,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,1.02,2.19,
3928,COD_51617BCDF2,cous cous pollo,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,10,8.0,PZ,3.57,4.79,
2465,COD_F4EBB94BB5,mandorle pelate,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,MANDORLE,04,18.0,PZ,1.09,1.49,
1566,COD_2CA936065D,ceci colfiorito,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,12.0,PZ,2.05,2.89,
8976,COD_1689345FAA,polenta e gorgo,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,2.35,3.69,
4274,COD_DE54FF0174,nettarine polpa,FRUTTA E VERDURA,FRUTTA STAGIONALE,PESCHE E NETTARINE,04,7.0,KG,2.05,3.49,
2391,COD_DB7B56A198,cuor di scarola,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,6.0,PZ,2.41,2.89,
1920,COD_96993E78EA,vellutata zucca,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,2.97,4.09,
7989,COD_858C660F12,patatine da for,FRUTTA E VERDURA,RADICI TUBERI E BULBI,PATATE,04,9.0,PZ,1.64,2.49,
10977,COD_628D1C789F,cuori lattuga b,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,8.0,PZ,1.79,2.49,
12114,COD_383A3D37F4,funghi champign,FRUTTA E VERDURA,ORTAGGI,FUNGHI,04,3.0,KG,2.67,4.29,
8975,COD_88F5703672,polenta 350g di,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,1.13,2.29,
9891,COD_36D091D570,fichi neri 160g,FRUTTA E VERDURA,FRUTTA STAGIONALE,ALTRA FRUTTA STAGIONALE,04,6.0,PZ,2.72,3.79,
1361,COD_89D6421CC4,pink lady var. ,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,MELE,04,6.0,PZ,2.46,3.49,
12098,COD_03CD179D43,pom. grapp. cil,FRUTTA E VERDURA,ORTAGGI,POMODORI,04,8.0,KG,2.88,3.79,
3022,COD_EE98928D5A,carciofi puliti,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CARDI E CARCIOFI,04,8.0,PZ,2.5,3.59,
4227,COD_315AD7D275,meloni retati c,FRUTTA E VERDURA,FRUTTA STAGIONALE,MELONI,04,6.0,KG,2.54,3.79,
10970,COD_8A2829B841,spinaci bonduel,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,6.0,PZ,2.49,3.49,
6478,COD_8B701E62AD,lenticchie r. d,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,12.0,PZ,2.68,3.79,
3046,COD_11080493EB,origano macinat,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,SPEZIE E AROMI,05,4.0,PZ,4.71,6.39,
8062,COD_280C8C82CD,noci california,FRUTTA E VERDURA,LEGUMI FRUTTA SECCA SFUSA,ALTRA FRUTTA SECCA SFUSA,04,1.0,KG,3.07,4.29,
9932,COD_7A3402AD0C,lattuga trocade,FRUTTA E VERDURA,VERDURE IN FOGLIE,LATTUGHE,04,8.0,PZ,0.54,1.39,
12160,COD_1923383B19,kiwi zespri gre,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,KIWI,04,8.0,PZ,3.67,4.69,
8977,COD_F53A91A2CA,polenta e fungh,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,3.35,4.69,
8974,COD_D0BA84080D,minestr.verdure,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,3.27,4.39,
9752,COD_02A225DB61,fagiolini patat,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,1.99,2.79,
9836,COD_12B04C826F,pomodoro grappo,FRUTTA E VERDURA,ORTAGGI,POMODORI,04,7.0,KG,2.71,3.39,
7263,COD_CED99381F0,cavolo nero 1^,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CAVOLI E VERZE,04,5.0,KG,2.62,3.49,
5133,COD_6D34C71463,noci sgusciate ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,NOCI,04,8.0,PZ,8.66,11.59,
3985,COD_0A1E7F7064,patate rosse 1^,FRUTTA E VERDURA,RADICI TUBERI E BULBI,PATATE,04,12.0,PZ,1.55,2.19,
10982,COD_BCAE5D69F8,songino 80g bon,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,VERDURA IN FOGLIA DI QUARTA,04,6.0,PZ,1.61,2.19,
10122,COD_040A471F93,farro riso gall,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,CEREALI,10,14.0,PZ,1.57,2.55,
9444,COD_8E3E8FE83A,cioccorito mix ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,10,6.0,PZ,2.68,4.49,
3028,COD_F3142107C5,ravanelli a maz,FRUTTA E VERDURA,RADICI TUBERI E BULBI,RAVANELLI,04,12.0,PZ,0.19,0.69,
6486,COD_156798800E,mix marrone col,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,10,7.0,PZ,1.46,2.19,
2484,COD_838DBF47C7,prugne den. eur,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,PRUGNE SECCHE,04,14.0,PZ,-0.21,0.19,
4233,COD_863EF3CC77,prezzemolo lisc,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,AROMI VASO_VASCHETTA,10,6.0,PZ,1.77,2.39,
1360,COD_D0CE5382BB,sedano 1^ 500g ,FRUTTA E VERDURA,VERDURE IN FOGLIE,ODORI FRESCHI,04,8.0,PZ,1.5,1.99,
8148,COD_9029A2F658,pom.insalataro ,FRUTTA E VERDURA,ORTAGGI,POMODORI,04,1.0,KG,3.3,4.69,
2101,COD_D973A89188,ceci messicani ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,18.0,PZ,0.74,1.49,
1893,COD_90D4D43ECA,zucca gialla a ,FRUTTA E VERDURA,ORTAGGI,ZUCCHINE/ZUCCHE,04,4.0,KG,0.84,1.99,
12073,COD_63470533C5,carote 1^,FRUTTA E VERDURA,RADICI TUBERI E BULBI,CAROTE,04,8.0,KG,1.83,2.49,
2481,COD_D95213136B,energy mix euro,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,SNACK,04,14.0,PZ,0.99,1.39,
6487,COD_25F174627B,mix arancione c,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,10,7.0,PZ,1.86,2.59,
6185,COD_88F0BD66E1,zenzero cubetti,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,FRUTTA DISIDRATATA,10,12.0,PZ,0.53,1.29,
9459,COD_9AA9E0E2CC,ceci decorticat,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,14.0,PZ,0.41,0.79,
12088,COD_80A496889C,pere nashi 1^ c,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,PERE,04,6.0,KG,3.17,4.29,
9445,COD_37ED89323E,cioccorito mix ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,ALTRA FRUTTA SECCA,10,6.0,PZ,1.81,3.39,
6374,COD_0C3EBD9236,grano saraceno ,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,CEREALI,10,12.0,PZ,1.26,2.39,
7346,COD_799BC46BBE,lupini salati f,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,10.0,PZ,3.01,4.59,
3689,COD_2E20DE87D2,gran mix semi c,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,SEMI VARI,10,12.0,PZ,3.21,5.29,
9834,COD_46770CD2FB,asparagina 1^ 5,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,ALTRE VERDURE,04,10.0,PZ,3.12,4.89,
2552,COD_F65789F3F6,olive ricetta a,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,OLIVE,10,12.0,PZ,1.81,2.69,
4231,COD_47B53D1C61,erba cipollina ,FRUTTA E VERDURA,TERZA E QUARTA GAMMA,AROMI VASO_VASCHETTA,10,6.0,PZ,2.17,2.79,
7891,COD_FDCFE91C0D,avocado verde 1,FRUTTA E VERDURA,FRUTTA CONTINUATIVA,ANANAS/ESOTICO,04,16.0,PZ,0.57,1.39,
11297,COD_EC26D8A99D,cicorietta 1^,FRUTTA E VERDURA,VERDURE IN FOGLIE,FOGLIAME DA COTTO,04,3.0,KG,2.07,2.79,
1568,COD_DF863963D7,fagioli tondini,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,12.0,PZ,2.49,3.59,
6479,COD_EF52CF4366,ceci decort. co,FRUTTA E VERDURA,LEGUMI E FRUTTA SECCA,LEGUMI,04,12.0,PZ,1.62,2.59,
3031,COD_A68743D0C6,broccoletti 1^,FRUTTA E VERDURA,VERDURE IN FOGLIE COMPATTE,CRAUTI E BROCCOLI,04,5.0,KG,2.08,2.69,
13331,COD_0F1AB90EE4,grana padano do,GASTRONOMIA,FORMAGGI TAKE AWAY,"PARIMIGIANO, GRANA PADANO",04,12.0,PZ,10.49,14.1,
12206,COD_6F77DDF5BE,mortadella bolo,GASTRONOMIA,SALUMI TAKE AWAY,MORTADELLA,10,10.0,PZ,0.67,1.39,
13604,COD_399E52748A,parmigiano regg,GASTRONOMIA,FORMAGGI TAKE AWAY,"PARIMIGIANO, GRANA PADANO",04,11.0,PZ,10.41,11.9,
12264,COD_497E090AC3,caciocavallo af,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,4.0,KG,8.12,14.4,
6597,COD_BA6166AEB0,caciocavallo st,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,8.0,KG,12.81,25.3,
13670,COD_9B77D4A138,provolone del m,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,1.0,KG,24.19,35.6,
9483,COD_66F975D358,caprino di pugl,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,2.0,KG,19.17,26.1,
7490,COD_7CC93D7D2B,mortad.igp cote,GASTRONOMIA,SALUMI,MORTADELLA,10,2.0,KG,9.07,15.4,
10076,COD_147AB97FA3,nduja di spilin,GASTRONOMIA,SALUMI,"SALAME, SALSICCE, SOPPRESSATE",10,12.0,PZ,3.86,5.7,
6639,COD_889A00268F,mozzarella di b,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI DI BUFALA,04,6.0,PZ,3.2,4.3,
8862,COD_4E0DA2FF0B,carpaccio fioru,GASTRONOMIA,SALUMI,ALTRI SALUMI CRUDI,10,1.0,KG,18.6,35.6,
2372,COD_88E6D2D987,culatta cotta v,GASTRONOMIA,SALUMI,PROSCIUTTO COTTO,10,1.0,KG,14.27,28.5,
2849,COD_A5D12DBD5E,aperitivo armon,GASTRONOMIA,SALUMI TAKE AWAY,ALTRI SALUMI COTTI,10,3.0,PZ,7.09,10.4,
1664,COD_71732186A0,parmigiano regg,GASTRONOMIA,FORMAGGI,PARMIGIANO REG. E GRANA PADANO,04,1.0,KG,19.42,25.1,
5355,COD_44EB48AFA0,pagnottella tac,GASTRONOMIA,SALUMI,ALTRI SALUMI COTTI,10,2.0,KG,8.63,18.1,
6360,COD_ED04D03CA7,pancetta arroto,GASTRONOMIA,SALUMI,PANCETTE,10,4.0,KG,11.88,20.0,
1785,COD_FE32FDB5E1,ventricina san ,GASTRONOMIA,SALUMI,"SALAME, SALSICCE, SOPPRESSATE",10,2.0,KG,9.91,19.3,
8861,COD_C98976C4C9,mortadella supr,GASTRONOMIA,SALUMI,MORTADELLA,10,1.0,KG,6.8,14.2,
5954,COD_15E5A3C4ED,prosciutto cott,GASTRONOMIA,SALUMI,PROSCIUTTO COTTO,10,2.0,KG,9.48,22.4,
10246,COD_DE6DB33F32,formaggio piemo,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,1.0,KG,9.53,13.6,
3123,COD_DCF8955A84,bocconcini dolc,GASTRONOMIA,SALUMI TAKE AWAY,"SALAME, SALSICCE, SOPPRESSATE",10,17.0,KG,9.65,17.89,
253,COD_CFA3897ED6,sfoglia di mozz,GASTRONOMIA,LATTICINI TAKE AWAY,MOZZARELLE E FRESCHI VACCINI,04,1.0,PZ,3.95,6.0,
13605,COD_4386D525EC,grana padano am,GASTRONOMIA,FORMAGGI TAKE AWAY,"PARIMIGIANO, GRANA PADANO",04,11.0,PZ,7.24,8.8,
13075,COD_23C98A37C2,pecorino di nor,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,2.0,KG,12.01,21.4,
12859,COD_32E18CC56C,misto salumi+fo,GASTRONOMIA,SALUMI TAKE AWAY,"SALAME, SALSICCE, SOPPRESSATE",10,10.0,PZ,1.86,2.49,
13606,COD_EE6874A932,speck affettato,GASTRONOMIA,SALUMI TAKE AWAY,ALTRI SALUMI CRUDI,10,8.0,PZ,0.86,1.89,
4529,COD_94B8CC644A,olive rosate di,GASTRONOMIA,ALTRI PRODOTTI,OLIVE E VERDURE,10,1.0,KG,7.13,11.1,
9205,COD_9D2022A82F,fomaggio pecor.,GASTRONOMIA,FORMAGGI,FORMAGGI DURI E SEMIDURI,04,8.0,KG,34.37,45.4,
3776,COD_9718CC98C1,galbanetto brea,GASTRONOMIA,SALUMI TAKE AWAY,"SALAME, SALSICCE, SOPPRESSATE",10,10.0,PZ,2.09,3.49,
4538,COD_F9960249A8,caciotta aurett,GASTRONOMIA,FORMAGGI,FORMAGGI MORBIDI,04,2.0,KG,12.64,16.5,
1197,COD_5225577B2A,ricotta montell,GASTRONOMIA,FORMAGGI TAKE AWAY,FORMAGGI DURI E SEMIDURI,04,16.0,KG,6.43,10.6,
